Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Yanes, O., Clark, J., Wong, D.M., Patti, G.J., Sánchez-Ruiz, A., Benton, H.P., Trauger, S.A., Desponts, C., Ding, S., Siuzdak, G.","Metabolic oxidation regulates embryonic stem cell differentiation",2010,"Nature Chemical Biology",6,6,,411,417,,245,10.1038/nchembio.364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952545479&partnerID=40&md5=2a5748334fd22b4494768a2eadeaf8dc",Article,Scopus,2-s2.0-77952545479
"Meyer, H., Liebeke, M., Lalk, M.","A protocol for the investigation of the intracellular Staphylococcus aureus metabolome",2010,"Analytical Biochemistry",401,2,,250,259,,57,10.1016/j.ab.2010.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952886120&partnerID=40&md5=ae86a3b16f2174077fcd5df763c821d2",Article,Scopus,2-s2.0-77952886120
"Shepherd, L.V.T., Alexander, C.A., Sungurtas, J.A., McNicol, J.W., Stewart, D., Davies, H.V.","Metabolomic analysis of the potato tuber life cycle",2010,"Metabolomics",6,2,,274,291,,24,10.1007/s11306-009-0183-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955836552&partnerID=40&md5=c0a7d90a28cc64d41279103b19e73289",Article,Scopus,2-s2.0-77955836552
"Pereira, H., Martin, J.-F., Joly, C., Sébédio, J.-L., Pujos-Guillot, E.","Development and validation of a UPLC/MS method for a nutritional metabolomic study of human plasma",2010,"Metabolomics",6,2,,207,218,,35,10.1007/s11306-009-0188-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952090855&partnerID=40&md5=c9ad2baf7e611b54dc8f79fa06311a6a",Article,Scopus,2-s2.0-77952090855
"Bender, K., Walsh, S., Evans, A.C.O., Fair, T., Brennan, L.","Metabolite concentrations in follicular fluid may explain differences in fertility between heifers and lactating cows",2010,"Reproduction",139,6,,1047,1055,,57,10.1530/REP-10-0068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952593940&partnerID=40&md5=3e6d37edcb61cdd766a5963fcdbc5b80",Article,Scopus,2-s2.0-77952593940
"Kaddurah-Daouk, R., Baillie, R.A., Zhu, H., Zeng, Z.-B., Wiest, M.M., Nguyen, U.T., Watkins, S.M., Krauss, R.M.","Lipidomic analysis of variation in response to simvastatin in the Cholesterol and Pharmacogenetics Study",2010,"Metabolomics",6,2,,191,201,,58,10.1007/s11306-010-0207-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952091681&partnerID=40&md5=76294d44bde45f1bf2c3f3595841283a",Article,Scopus,2-s2.0-77952091681
"Parida, S.","Closing the gaps in our understanding of the pathogenesis of tuberculosis",2010,"International Journal of Tuberculosis and Lung Disease",14,6 SUPPL. 1,,S3,S7,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649360467&partnerID=40&md5=3c92b718dedc129925b32778e46e9d22",Conference Paper,Scopus,2-s2.0-78649360467
"Lin, L., Ibrahim, A.S., Baquir, B., Fu, Y., Applebaum, D., Schwartz, J., Wang, A., Avanesian, V., Spellberg, B.","Safety and efficacy of activated transfected killer cells for neutropenic fungal infections",2010,"Journal of Infectious Diseases",201,11,,1708,1717,,8,10.1086/652496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951912884&partnerID=40&md5=e4bf671b58c7a651c6b62c70db821f6d",Article,Scopus,2-s2.0-77951912884
"Eriksson, S., Peters, G.J.","Purine and pyrimidine metabolism in the fist decade of the 21st century-highlights and perspectives",2010,"Nucleosides, Nucleotides and Nucleic Acids",29,4-6,,i,xi,,2,10.1080/15257770.2010.488935,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953690341&partnerID=40&md5=e14985426c61aca6bcfe8b732c728c56",Conference Paper,Scopus,2-s2.0-77953690341
"Hummel, J., Strehmel, N., Selbig, J., Walther, D., Kopka, J.","Decision tree supported substructure prediction of metabolites from GC-MS profiles",2010,"Metabolomics",6,2,,322,333,,133,10.1007/s11306-010-0198-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79954566035&partnerID=40&md5=01d11302470e05d60e94631dc4260ec1",Article,Scopus,2-s2.0-79954566035
"Johansen, K.K., White, L.R., Sando, S.B., Aasly, J.O.","Biomarkers: Parkinson disease with dementia and dementia with Lewy bodies",2010,"Parkinsonism and Related Disorders",16,5,,307,315,,26,10.1016/j.parkreldis.2010.02.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952954834&partnerID=40&md5=b3c11690818fd0516010b11224d3f0b7",Article,Scopus,2-s2.0-77952954834
"Schock, T.B., Stancyk, D.A., Thibodeaux, L., Burnett, K.G., Burnett, L.E., Boroujerdi, A.F.B., Bearden, D.W.","Metabolomic analysis of Atlantic blue crab, Callinectes sapidus, hemolymph following oxidative stress",2010,"Metabolomics",6,2,,250,262,,23,10.1007/s11306-009-0194-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952090481&partnerID=40&md5=4b7f2ba7a30bf698225ef6f763a796eb",Article,Scopus,2-s2.0-77952090481
"Michopoulos, F., Edge, A.M., Theodoridis, G., Wilson, I.D.","Application of turbulent flow chromatography to the metabonomic analysis of human plasma: Comparison with protein precipitation",2010,"Journal of Separation Science",33,10,,1472,1479,,23,10.1002/jssc.200900789,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952866529&partnerID=40&md5=6db9a090ed46d079cf7fd3f35b99d521",Article,Scopus,2-s2.0-77952866529
"Li, H.-M., Sun, L., Mittapalli, O., Muir, W.M., Xie, J., Wu, J., Schemerhorn, B.J., Jannasch, A., Chen, J.Y., Zhang, F., Adamec, J., Murdock, L.L., Pittendrigh, B.R.","Bowman-Birk inhibitor affects pathways associated with energy metabolism in Drosophila melanogaster",2010,"Insect Molecular Biology",19,3,,303,313,,6,10.1111/j.1365-2583.2009.00984.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951973591&partnerID=40&md5=84e1e3fbe877c5adf73bc79c3923bd01",Article,Scopus,2-s2.0-77951973591
"Piñero-Sagredo, E., Nunes, S., De Los Santos, Ma.J., Celda, B., Esteve, V.","NMR metabolic profile of human follicular fluid",2010,"NMR in Biomedicine",23,5,,485,495,,37,10.1002/nbm.1488,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953488639&partnerID=40&md5=821984b2a080bf459145b37046891f8b",Article,Scopus,2-s2.0-77953488639
"Sandra, K., Pereira, A.D.S., Vanhoenacker, G., David, F., Sandra, P.","Comprehensive blood plasma lipidomics by liquid chromatography/quadrupole time-of-flight mass spectrometry",2010,"Journal of Chromatography A",1217,25,,4087,4099,,97,10.1016/j.chroma.2010.02.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953363034&partnerID=40&md5=3daa78c9d1b6493e3dd6097285e5c05d",Article,Scopus,2-s2.0-77953363034
"Frimmersdorf, E., Horatzek, S., Pelnikevich, A., Wiehlmann, L., Schomburg, D.","How Pseudomonas aeruginosa adapts to various environments: A metabolomic approach",2010,"Environmental Microbiology",12,6,,1734,1747,,40,10.1111/j.1462-2920.2010.02253.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956624070&partnerID=40&md5=a974460467904112ba539785806355ed",Article,Scopus,2-s2.0-77956624070
"Zeng, M., Xiao, Y., Liang, Y., Wang, B., Chen, X., Cao, D., Li, H., Wang, M., Zhou, Z.","Metabolic alterations of impaired fasting glucose by GC/MS based plasma metabolic profiling combined with chemometrics",2010,"Metabolomics",6,2,,303,311,,6,10.1007/s11306-009-0193-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79959186873&partnerID=40&md5=0f4f786aa89f5b36553a46b6056f2940",Article,Scopus,2-s2.0-79959186873
"Kim, D.-H., Jarvis, R.M., Xu, Y., Oliver, A.W., Allwood, J.W., Hampson, L., Hampson, I.N., Goodacre, R.","Combining metabolic fingerprinting and footprinting to understand the phenotypic response of HPV16 E6 expressing cervical carcinoma cells exposed to the HIV anti-viral drug lopinavir",2010,"Analyst",135,6,,1235,1244,,27,10.1039/b923046g,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952834659&partnerID=40&md5=b4aaa379cfa5c364b14c7d75c4875445",Article,Scopus,2-s2.0-77952834659
"Buescher, J.M., Moco, S., Sauer, U., Zamboni, N.","Ultrahigh performance liquid chromatography-tandem mass spectrometry method for fast and robust quantification of anionic and aromatic metabolites",2010,"Analytical Chemistry",82,11,,4403,4412,,165,10.1021/ac100101d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952985821&partnerID=40&md5=8e66048f8c172c9cddd8a52fdc71bf8a",Article,Scopus,2-s2.0-77952985821
"Liebeke, M., Wunder, A., Lalk, M.","A rapid microwave-assisted derivatization of bacterial metabolome samples for gas chromatography/mass spectrometry analysis",2010,"Analytical Biochemistry",401,2,,312,314,,12,10.1016/j.ab.2009.04.030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952887230&partnerID=40&md5=174f71afaf36b7057ab8f1bc59f7ca17",Article,Scopus,2-s2.0-77952887230
"Goodpaster, A.M., Romick-Rosendale, L.E., Kennedy, M.A.","Statistical significance analysis of nuclear magnetic resonance-based metabonomics data",2010,"Analytical Biochemistry",401,1,,134,143,,37,10.1016/j.ab.2010.02.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951084958&partnerID=40&md5=a075579a6ca6f26b59491e040469aed2",Article,Scopus,2-s2.0-77951084958
"An, D., Zhang, Q., Wu, S., Wei, J., Yang, J., Dong, F., Yan, X., Guo, C.","Changes of metabolic profiles in urine after oral administration of quercetin in rats",2010,"Food and Chemical Toxicology",48,6,,1521,1527,,17,10.1016/j.fct.2010.03.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952880084&partnerID=40&md5=4f39504b53a4bc099888cff52ac753c5",Article,Scopus,2-s2.0-77952880084
"Wood, J.T., Williams, J.S., Pandarinathan, L., Janero, D.R., Lammi-Keefe, C.J., Makriyannis, A.","Dietary docosahexaenoic acid supplementation alters select physiological endocannabinoid-system metabolites in brain and plasma",2010,"Journal of Lipid Research",51,6,,1416,1423,,57,10.1194/jlr.M002436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952738210&partnerID=40&md5=466ecea6db3c7a2efdc164f71df58036",Article,Scopus,2-s2.0-77952738210
"Yang, Q., Shi, X., Wang, Y., Wang, W., He, H., Lu, X., Xu, G.","Urinary metabonomic study of lung cancer by a fully automatic hyphenated hydrophilic interaction/RPLC-MS system",2010,"Journal of Separation Science",33,10,,1495,1503,,52,10.1002/jssc.200900798,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952792141&partnerID=40&md5=73c6c88481f949b613787e41a451d2e8",Article,Scopus,2-s2.0-77952792141
"Mas, S., Martínez-Pinna, R., Martín-Ventura, J.L., Pérez, R., Gomez-Garre, D., Ortiz, A., Fernandez-Cruz, A., Vivanco, F., Egido, J.","Local non-esterified fatty acids correlate with inflammation in atheroma plaques of patients with type 2 diabetes",2010,"Diabetes",59,6,,1292,1301,,32,10.2337/db09-0848,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953192765&partnerID=40&md5=68d2eae84af18f354b2026af80725691",Article,Scopus,2-s2.0-77953192765
"Lewis, I.A., Karsten, R.H., Norton, M.E., Tonelli, M., Westler, W.M., Markley, J.L.","NMR method for measuring carbon-13 isotopic enrichment of metabolites in complex solutions",2010,"Analytical Chemistry",82,11,,4558,4563,,23,10.1021/ac100565b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952988063&partnerID=40&md5=d563957399f2b93ff5be0dfb0b4cfded",Article,Scopus,2-s2.0-77952988063
"Wu, X.-H., Huang, H., Xu, B., Zhou, J.-L., Kong, X.-L., Shi, B., Huang, J., Li, W.","Analyzing the inhibition of vitamin B12 to dexamethasone-induced palatognathous mouse using 1H-nuclear magnetic resonance based metabonomics method",2010,"Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology",28,3,,311,314,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938904462&partnerID=40&md5=64bd504624b89ef0e28fe81b7018196f",Article,Scopus,2-s2.0-84938904462
"Rasmussen, P., Nyberg, N., Jaroszewski, J.W., Krogh-Madsen, R., Secher, N.H., Quistorff, B.","Brain nonoxidative carbohydrate consumption is not explained by export of an unknown carbon source: Evaluation of the arterial and jugular venous metabolome",2010,"Journal of Cerebral Blood Flow and Metabolism",30,6,,1240,1246,,14,10.1038/jcbfm.2010.25,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953134828&partnerID=40&md5=502747a37c7a21be2b7b31a69dd156aa",Article,Scopus,2-s2.0-77953134828
"Workentine, M.L., Harrison, J.J., Weljie, A.M., Tran, V.A., Stenroos, P.U., Tremaroli, V., Vogel, H.J., Ceri, H., Turner, R.J.","Phenotypic and metabolic profiling of colony morphology variants evolved from Pseudomonas fluorescens biofilms",2010,"Environmental Microbiology",12,6,,1565,1577,,30,10.1111/j.1462-2920.2010.02185.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957967189&partnerID=40&md5=7c04cc8f67f32848f2d1fe866642c096",Article,Scopus,2-s2.0-77957967189
"Koonen, D.P.Y., Sung, M.M.Y., Kao, C.K.C., Dolinsky, V.W., Koves, T.R., Ilkayeva, O., Jacobs, R.L., Vance, D.E., Light, P.E., Muoio, D.M., Febbraio, M., Dyck, J.R.B.","Alterations in skeletal muscle fatty acid handling predisposes middle-aged mice to diet-induced insulin resistance",2010,"Diabetes",59,6,,1366,1375,,35,10.2337/db09-1142,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953227792&partnerID=40&md5=83e46e72888c01959ab50fa6466a74d5",Article,Scopus,2-s2.0-77953227792
"Alcarraz-Vizán, G., Boren, J., Lee, W.-N.P., Cascante, M.","Histone deacetylase inhibition results in a common metabolic profile associated with HT29 differentiation",2010,"Metabolomics",6,2,,229,237,,16,10.1007/s11306-009-0192-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952091125&partnerID=40&md5=894ede5bd00a4bd30940019fb065867a",Article,Scopus,2-s2.0-77952091125
"Cheng, H., Sun, G., Yang, K., Gross, R.W., Han, X.","Selective desorption/ionization of sulfatides by MALDI-MS facilitated using 9-aminoacridine as matrix",2010,"Journal of Lipid Research",51,6,,1599,1609,,45,10.1194/jlr.D004077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952695809&partnerID=40&md5=7e28000db7a009385ec98278f6f4b60b",Article,Scopus,2-s2.0-77952695809
"Fan, T.W.-M., Yuan, P., Lane, A.N., Higashi, R.M., Wang, Y., Hamidi, A.B., Zhou, R., Guitart, X., Chen, G., Manji, H.K., Kaddurah-Daouk, R.","Stable isotope-resolved metabolomic analysis of lithium effects on glial-neuronal metabolism and interactions",2010,"Metabolomics",6,2,,165,179,,37,10.1007/s11306-010-0208-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952094766&partnerID=40&md5=e5c603d158ac6f6dc7c87ac0b0abb844",Article,Scopus,2-s2.0-77952094766
"Koizumi, S., Yamamoto, S., Hayasaka, T., Konishi, Y., Yamaguchi-Okada, M., Goto-Inoue, N., Sugiura, Y., Setou, M., Namba, H.","Imaging mass spectrometry revealed the production of lyso-phosphatidylcholine in the injured ischemic rat brain",2010,"Neuroscience",168,1,,219,225,,65,10.1016/j.neuroscience.2010.03.056,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952890179&partnerID=40&md5=868e8a9cbe66a730441d5186c754cb89",Article,Scopus,2-s2.0-77952890179
"Barnett, Z.M.-E., Feketeová, L., O'Hair, R.A.J.","The major product ion of S-adenosyl-L-methionine arises from a neighbouring group reaction",2010,"Rapid Communications in Mass Spectrometry",24,10,,1387,1391,,,10.1002/rcm.4515,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951936007&partnerID=40&md5=f3980513edd8327404593a36cd4f4a06",Article,Scopus,2-s2.0-77951936007
"Sana, T.R., Fischer, S., Wohlgemuth, G., Katrekar, A., Jung, K.-H., Ronald, P.C., Fiehn, O.","Metabolomic and transcriptomic analysis of the rice response to the bacterial blight pathogen Xanthomonas oryzae pv. oryzae",2010,"Metabolomics",6,3,,451,465,,56,10.1007/s11306-010-0218-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954455882&partnerID=40&md5=b6299e8e5afc25e2746861f382963b14",Article,Scopus,2-s2.0-77954455882
"Qin, J.-Z., Xin, H., Nickoloff, B.J.","3-Bromopyruvate induces necrotic cell death in sensitive melanoma cell lines",2010,"Biochemical and Biophysical Research Communications",396,2,,495,500,,37,10.1016/j.bbrc.2010.04.126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952745676&partnerID=40&md5=8e7ea1be27721ae68b5e3b6c7a0ac3b3",Article,Scopus,2-s2.0-77952745676
"Wienkoop, S., Weiß, J., May, P., Kempa, S., Irgang, S., Recuenco-Munoz, L., Pietzke, M., Schwemmer, T., Rupprecht, J., Egelhofer, V., Weckwerth, W.","Targeted proteomics for Chlamydomonas reinhardtii combined with rapid subcellular protein fractionation, metabolomics and metabolic flux analyses",2010,"Molecular BioSystems",6,6,,1018,1031,,46,10.1039/b920913a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952528150&partnerID=40&md5=26c4f1dafdedc116f9de655d1c64e605",Article,Scopus,2-s2.0-77952528150
"Pears, M.R., Codlin, S., Haines, R.L., White, I.J., Mortishire-Smith, R.J., Mole, S.E., Griffin, J.L.","Deletion of btn1, an orthologue of CLN3, increases glycolysis and perturbs amino acid metabolism in the fission yeast model of Batten disease",2010,"Molecular BioSystems",6,6,,1093,1102,,11,10.1039/b915670d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952501095&partnerID=40&md5=e2f96e8f3a0fb410533f8ea6e8e74a5f",Article,Scopus,2-s2.0-77952501095
"Straadt, I.K., Young, J.F., Bross, P., Gregersen, N., Oksbjerg, N., Theil, P.K., Bertram, H.C.","NMR-based metabonomic investigation of heat stress in myotubes reveals a time-dependent change in the metabolites",2010,"Journal of Agricultural and Food Chemistry",58,10,,6376,6386,,6,10.1021/jf904197u,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952653783&partnerID=40&md5=035492148ecf365a2e9c33172abe137d",Article,Scopus,2-s2.0-77952653783
"Lewis, G.D., Farrell, L., Wood, M.J., Martinovic, M., Arany, Z., Rowe, G.C., Souza, A., Cheng, S., McCabe, E.L., Yang, E., Shi, X., Deo, R., Roth, F.P., Asnani, A., Rhee, E.P., Systrom, D.M., Semigran, M.J., Vasan, R.S., Carr, S.A., Wang, T.J., Sabatine, M.S., Clish, C.B., Gerszten, R.E.","Metabolic signatures of exercise in human plasma",2010,"Science Translational Medicine",2,33, 33ra37,,,,132,10.1126/scitranslmed.3001006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955603289&partnerID=40&md5=6605e34bcc63ad6b70bb37c4ce1748c5",Article,Scopus,2-s2.0-77955603289
"Marrero, J., Rhee, K.Y., Schnappinger, D., Pethe, K., Ehrt, S.","Gluconeogenic carbon flow of tricarboxylic acid cycle intermediates is critical for Mycobacterium tuberculosis to establish and maintain infection",2010,"Proceedings of the National Academy of Sciences of the United States of America",107,21,,9819,9824,,161,10.1073/pnas.1000715107,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953105101&partnerID=40&md5=fdc79c4ec3f30daf2625fa394e683343",Article,Scopus,2-s2.0-77953105101
"Tiosano, D., Navon, R., Flor, O., Knopf, C., Hartmann, M.F., Wudy, S.A., Yakhini, Z., Hochberg, Z.","A steroid metabolomic approach to 17α-hydroxylase/17,20 lyase deficiency",2010,"Metabolomics",6,3,,417,426,,2,10.1007/s11306-010-0217-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954457472&partnerID=40&md5=baa1b1bbb22b519d5ef782b8587779c4",Article,Scopus,2-s2.0-77954457472
"Griffiths, W.J., Sjövall, J.","Analytical strategies for characterization of bile acid and oxysterol metabolomes",2010,"Biochemical and Biophysical Research Communications",396,1,,80,84,,21,10.1016/j.bbrc.2010.02.149,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952307027&partnerID=40&md5=bf8ec4277e17b39b9f23536107684713",Article,Scopus,2-s2.0-77952307027
