," This is a citation overview for a set of 9206 documents.",,,,,,,,,,,,,,,,,
2007,"NMR metabolomics of planktonic and biofilm modes of growth in Pseudomonas aeruginosa","Gjersing E.L., Herberg J.L., Horn J., Schaldach C.M., Maxwell R.S.",00032700,"Analytical Chemistry",79, 21,0,0,0,2,6,6,4,4,3,25,11,36
2007,"Metabolomics data analysis, visualization, and integration","Sumner L.W., Urbanczyk-Wochniak E., Broeckling C.D.",10643745,"Methods in Molecular Biology",406, ,0,0,1,4,5,4,6,7,2,29,2,31
2007,"Application of metabolomics in research of plant metabolites","Dan M., Gao X.-F., Xie G.-R., Liu Z., Zhao A.-H., Jia W.",10015302,"Zhongguo Zhongyao Zazhi",32, 22,0,0,0,2,0,0,0,0,0,2,2,4
2007,"Microbial metabolomics: Toward a platform with full metabolome coverage","Werf M.J.v.d., Overkamp K.M., Muilwijk B., Coulier L., Hankemeier T.",00032697,"Analytical Biochemistry",370, 1,0,0,13,19,21,19,13,17,13,115,23,138
2007,"Metabolomics as an Extension of Proteomic Analysis: Study of Acute Kidney Injury","Portilla D., Schnackenberg L., Beger R.D.",02709295,"Seminars in Nephrology",27, 6,0,0,0,1,2,3,3,2,7,18,10,28
2007,"Metabolic discrimination of sucrose starvation from Arabidopsis cell suspension by <sup>1</sup>H NMR based metabolomics","Kim S.W., Koo B.C., Kim J., Liu J.R.",12268372,"Biotechnology and Bioprocess Engineering",12, 6,0,0,1,1,0,0,1,0,0,3,2,5
2007,"Alterations in cerebral metabolomics and proteomic expression during sepsis","Hinkelbein J., Feldmann Jr. R.E., Peterka A., Schubert C., Schelshorn D., Maurer M.H., Kalenka A.",15672026,"Current Neurovascular Research",4, 4,0,0,1,4,3,3,1,4,1,17,5,22
2007,"Metabolic profiling using Fourier-transform ion-cyclotron-resonance mass spectrometry","Ohta D., Shibata D., Kanaya S.",16182642,"Analytical and Bioanalytical Chemistry",389, 5,0,0,2,6,7,2,3,6,2,28,2,30
2007,"Cold glycerol-saline: The promising quenching solution for accurate intracellular metabolite analysis of microbial cells","Villas-Boas S.G., Bruheim P.",00032697,"Analytical Biochemistry",370, 1,0,0,7,9,15,11,12,9,9,72,22,94
2007,"TOF's time to shine","Walz M.",07469179,"Reading for the R and D Community",49, 11,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Metabonomics evaluations of age-related changes in the urinary compositions of male Sprague Dawley rats and effects of data normalization methods on statistical and quantitative analysis","Schnackenberg L.K., Sun J., Espandiari P., Holland R.D., Hanig J., Beger R.D.",14712105,"BMC Bioinformatics",8, 7,0,1,2,9,5,3,5,4,3,32,8,40
2007,"2D NMR metabonomic analysis: A novel method for automated peak alignment","Zheng M., Lu P., Liu Y., Pease J., Usuka J., Liao G., Peltz G.",13674803,"Bioinformatics",23, 21,0,0,1,4,1,3,2,6,2,19,0,19
2007,"Noninvasive metabolomic profiling of embryo culture media using Raman and near-infrared spectroscopy correlates with reproductive potential of embryos in women undergoing in vitro fertilization","Seli E., Sakkas D., Scott R., Kwok S.C., Rosendahl S.M., Burns D.H.",00150282,"Fertility and Sterility",88, 5,0,0,22,12,17,21,23,26,18,139,34,173
2007,"Dietary modulation of colon cancer risk","Kim Y.S., Milner J.A.",00223166,"Journal of Nutrition",137, 11,0,0,3,7,12,9,13,12,7,63,18,81
2007,"Liquid chromatography combined with mass spectrometry for <sup>13</sup>C isotopic analysis in life science research","Godin J.-P., Fay L.-B., Hopfgartner G.",02777037,"Mass Spectrometry Reviews",26, 6,0,0,5,13,9,15,11,6,4,63,7,70
2007,"A dynamic programming approach for the alignment of signal peaks in multiple gas chromatography-mass spectrometry experiments","Robinson M.D., De Souza D.P., Keen W.W., Saunders E.C., McConville M.J., Speed T.P., Likic V.A.",14712105,"BMC Bioinformatics",8, ,0,0,3,5,9,4,6,4,5,36,10,46
2007,"Clathrate nanostructures for mass spectrometry","Northen T.R., Yanes O., Northen M.T., Marrinucci D., Uritboonthai W., Apon J., Golledge S.L., Nordstrom A., Siuzdak G.",00280836,"Nature",449, 7165,0,1,23,26,43,30,37,45,25,230,72,302
2007,"Identification and relative quantification of fatty acids in Escherichia coli membranes by gas chromatography/mass spectrometry","Oursel D., Loutelier-Bourhis C., Orange N., Chevalier S., Norris V., Lange C.M.",09514198,"Rapid Communications in Mass Spectrometry",21, 20,0,0,1,3,4,1,7,5,3,24,6,30
2007,"Service-oriented laboratory information management system for Life Sciences research","Tharayil S.M., Kalbfleisch T., Kumar A.",,"Proceedings - 2007 IEEE International Conference on Services Computing, SCC 2007",, ,0,0,0,0,4,1,0,0,2,7,2,9
2007,"Neutral Desorption Sampling of Living Objects for Rapid Analysis by Extractive Electrospray Ionization Mass Spectrometry","Chen H., Yang S., Wortmann A., Zenobi R.",14337851,"Angewandte Chemie - International Edition",46, 40,0,2,10,16,17,17,11,13,9,95,20,115
2007,"Comparison of histological, genetic, metabolomics, and lipid-based methods for sex determination in marine mussels","Hines A., Yeung W.H., Craft J., Brown M., Kennedy J., Bignell J., Stentiford G.D., Viant M.R.",00032697,"Analytical Biochemistry",369, 2,0,0,5,3,5,3,8,5,3,32,6,38
2007,"Strategy for automated analysis of dynamic metabolic mixtures by NMR. Application to an insect venom","Zhang F., Dossey A.T., Zachariah C., Edison A.S., Bruschweiler R.",00032700,"Analytical Chemistry",79, 20,0,0,7,9,11,9,1,4,2,43,8,51
2007,"Alterations in an inositol phosphate code through synergistic activation of a G protein and inositol phosphate kinases","Otto J.C., Kelly P., Chiou S.-T., York J.D.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",104, 40,0,0,2,4,3,4,1,3,2,19,4,23
2007,"Metabolomics technologies and metabolite identification","Moco S., Vervoort J., Moco S., Bino R.J., De Vos R.C.H., Bino R.",01659936,"TrAC - Trends in Analytical Chemistry",26, 9,0,0,6,13,13,25,25,28,26,136,59,195
2007,"Metabolomics (liver and blood profiling) in a mouse model in response to fasting: A study of hepatic steatosis","van Ginneken V., Verhey E., Poelmann R., Ramakers R., van Dijk K.W., Ham L., Voshol P., Havekes L., Van Eck M., van der Greef J.",13881981,"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids",1771, 10,0,0,4,8,5,8,6,6,7,44,9,53
2007,"Raman spectroscopy-based metabolomics for differentiating exposures to triazole fungicides using rat urine","Cherney D.P., Ekman D.R., Dix D.J., Collette T.W.",00032700,"Analytical Chemistry",79, 19,0,0,1,2,1,1,1,0,1,7,4,11
2007,"Metabolomic mapping of atypical antipsychotic effects in schizophrenia","Kaddurah-Daouk R., McEvoy J., Baillie R.A., Lee D., Yao J.K., Doraiswamy P.M., Krishnan K.R.R.",13594184,"Molecular Psychiatry",12, 10,0,2,13,20,14,18,16,11,20,114,37,151
2007,"Metabonomic evaluation of schaedler altered microflora rats","Rohde C.M., Wells D.F., Robosky L.C., Manning M.L., Clifford C.B., Reily M.D., Robertson D.G.",0893228X,"Chemical Research in Toxicology",20, 10,0,0,5,1,1,2,3,1,1,14,4,18
2007,"<sup>1</sup>H nuclear magnetic resonance metabolomic analysis of mammary tumors from lean and obese Zucker rats exposed to 7,12-dimethylbenz[a]anthracene","Whitehead T.L., Holley A.W., Korourian S., Shaaf S., Kieber-Emmons T., Hakkak R.",11073756,"International Journal of Molecular Medicine",20, 4,0,0,0,0,2,0,0,0,0,2,1,3
2007,"Time-domain Bayesian detection and estimation of noisy damped sinusoidal signals applied to NMR spectroscopy","Rubtsov D.V., Griffin J.L.",10907807,"Journal of Magnetic Resonance",188, 2,0,0,0,1,2,6,4,2,4,19,5,24
2007,"Molecular phenotyping of lignin-modified tobacco reveals associated changes in cell-wall metabolism, primary metabolism, stress metabolism and photorespiration","Dauwe R., Morreel K., Goeminne G., Gielen B., Rohde A., Van Beeumen J., Ralph J., Boudet A.-M., Kopka J., Rochange S.F., Halpin C., Messens E., Boerjan W.",09607412,"Plant Journal",52, 2,0,1,7,6,17,11,12,9,17,80,21,101
2007,"Shifts in the carbohydrate, polyol, and amino acid pools during rapid cold-hardening and diapause-associated cold-hardening in flesh flies (Sarcophaga crassipalpis): A metabolomic comparison","Michaud M.R., Denlinger D.L.",01741578,"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",177, 7,0,2,4,11,6,9,14,21,15,82,38,120
2007,"Immune and cell modulation by amino acids","Roth E.",02615614,"Clinical Nutrition",26, 5,0,0,4,6,7,9,5,7,8,46,10,56
2007,"Genome-scale reconstruction of metabolic network in Bacillus subtilis based on high-throughput phenotyping and gene essentiality data","Oh Y.-K., Palsson B.O., Park S.M., Schilling C.H., Mahadevan R.",00219258,"Journal of Biological Chemistry",282, 39,0,1,25,34,32,20,31,25,17,185,36,221
2007,"Data acquisition, analysis, and mining: Integrative tools for discerning metabolic function in Saccharomyces cerevisiae","Jewett M.C., Hansen M.A., Nielsen J.",16102096,"Topics in Current Genetics",18, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"The role of metabolomics in systems biology","Nielsen J., Jewett M.C.",16102096,"Topics in Current Genetics",18, ,0,0,0,0,0,0,1,2,1,4,3,7
2007,"The importance of anatomy and physiology in plant metabolomics","Roessner U., Pettolino F.",16102096,"Topics in Current Genetics",18, ,0,0,0,0,1,0,1,0,1,3,0,3
2007,"E. coli metabolomics: Capturing the complexity of a ""simple"" model","Robert M., Soga T., Tomita M.",16102096,"Topics in Current Genetics",18, ,0,0,0,0,1,1,1,0,0,3,1,4
2007,"Reporting standards","Hardy N., Jenkins H.",16102096,"Topics in Current Genetics",18, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"The golm metabolome database: A database for GC-MS based metabolite profiling","Hummel J., Selbig J., Walther D., Kopka J.",16102096,"Topics in Current Genetics",18, ,0,0,0,2,1,6,6,11,4,30,23,53
2007,"Toward metabolome-based 13C flux analysis: A universal tool for measuring in vivo metabolic activity","Zamboni N.",16102096,"Topics in Current Genetics",18, ,0,0,0,1,0,2,2,1,0,6,1,7
2007,"Atherosclerosis and liver inflammation induced by increased dietary cholesterol intake: A combined transcriptomics and metabolomics analysis","Kleemann R., Verschuren L., Van Erk M.J., Nikolsky Y., Cnubben N.H.P., Verheij E.R., Smilde A.K., Hendriks H.F.J., Zadelaar S., Smith G.J., Kaznacheev V., Nikolskaya T., Melnikov A., Hurt-Camejo E., Van der Greef J., Van Ommen B., Kooistra T.",14747596,"Genome Biology",8, 9,0,0,12,17,19,12,20,16,18,114,29,143
2007,"Consistency analysis of metabolic correlation networks","Muller-Linow M., Weckwerth W., Hutt M.-T.",17520509,"BMC Systems Biology",1, ,0,0,1,5,2,10,2,3,3,26,2,28
2007,"<sup>1</sup>H NMR study of the effects of sample contamination in the metabolomic analysis of mouse urine","Gu H., Pan Z., Duda C., Mann D., Kissinger C., Rohde C., Raftery D.",07317085,"Journal of Pharmaceutical and Biomedical Analysis",45, 1,0,0,1,1,0,0,1,0,0,3,0,3
2007,"Quantitative analysis of liver metabolites in three stages of the circannual hibernation cycle in 13-lined ground squirrels by NMR","Serkova N.J., Rose J.C., Epperson L.E., Carey H.V., Martin S.L.",10948341,"Physiological Genomics",31, 1,0,1,5,9,11,12,2,9,6,55,15,70
2007,"Stable isotope assisted assignment of elemental compositions for metabolomics","Hegeman A.D., Schulte C.F., Cui Q., Lewis I.A., Huttlin E.L., Eghbalnia H., Harms A.C., Ulrich E.L., Markley J.L., Sussman M.R.",00032700,"Analytical Chemistry",79, 18,0,0,9,5,5,9,4,7,7,46,7,53
2007,"Investigations of the effects of gender, diurnal variation, and age in human urinary metabolomic profiles","Slupsky C.M., Rankin K.N., Wagner J., Fu H., Chang D., Weljie A.M., Saude E.J., Lix B., Adamko D.J., Shah S., Greiner R., Sykes B.D., Marrie T.J.",00032700,"Analytical Chemistry",79, 18,0,1,20,21,21,23,28,30,24,168,53,221
2007,"Metabolome based reaction graphs of M. tuberculosis and M. leprae: A comparative network analysis","Verkhedkar K.D., Raman K., Chandra N.R., Vishveshwara S.",19326203,"PLoS ONE",2, 9,0,0,1,5,4,5,2,4,4,25,5,30
2007,"Metabolomics standards initiative: Ontology working group work in progress","Sansone S.-S., Schober D., Atherton H.J., Fiehn O., Jenkins H., Rocca-Serra P., Rubtsov D.V., Spasic I., Soldatova L., Taylor C., Tseng A., Viant M.R.",15733882,"Metabolomics",3, 3,0,3,4,3,2,2,1,2,1,18,5,23
2007,"Standard reporting requirements for biological samples in metabolomics experiments: Microbial and in vitro biology experiments","van der Werf M.J., Takors R., Smedsgaard J., Nielsen J., Ferenci T., Portais J.C., Wittmann C., Hooks M., Tomassini A., Oldiges M., Fostel J., Sauer U.",15733882,"Metabolomics",3, 3,0,3,0,2,4,1,3,1,3,17,13,30
2007,"Metabolomics: Current state and evolving methodologies and tools","Oldiges M., Lutz S., Pflug S., Schroer K., Stein N., Wiendahl C.",01757598,"Applied Microbiology and Biotechnology",76, 3,0,0,13,17,24,18,24,14,11,121,21,142
2007,"Proposed minimum reporting standards for chemical analysis: Chemical Analysis Working Group (CAWG) Metabolomics Standards Initiative (MSI)","Sumner L.W., Amberg A., Barrett D., Beale M.H., Beger R., Daykin C.A., Fan T.W.-M., Fiehn O., Goodacre R., Griffin J.L., Hankemeier T., Hardy N., Harnly J., Higashi R., Kopka J., Lane A.N., Lindon J.C., Marriott P., Nicholls A.W., Reily M.D., Thaden J.J., Viant M.R.",15733882,"Metabolomics",3, 3,0,1,15,21,35,29,41,78,87,307,396,703
2007,"A roadmap for the establishment of standard data exchange structures for metabolomics","Hardy N.W., Taylor C.F.",15733882,"Metabolomics",3, 3,0,3,2,1,4,2,2,2,2,18,6,24
2007,"The metabolomics standards initiative (MSI)","Fiehn O., Robertson D., Griffin J., vab der Werf M., Nikolau B., Morrison N., Sumner L.W., Goodacre R., Hardy N.W., Taylor C., Fostel J., Kristal B., Kaddurah-Daouk R., Mendes P., van Ommen B., Lindon J.C., Sansone S.-A.",15733882,"Metabolomics",3, 3,0,2,11,18,13,12,15,14,12,97,57,154
2007,"Standard reporting requirements for biological samples in metabolomics experiments: Environmental context","Morrison N., Bearden D., Bundy J.G., Collette T., Currie F., Davey M.P., Haigh N.S., Hancock D., Jones O.A.H., Rochfort S., Sansone S.-A., Stys D., Teng Q., Field D., Viant M.R.Mark R.",15733882,"Metabolomics",3, 3,0,2,2,2,3,5,1,10,2,27,12,39
2007,"Standard reporting requirements for biological samples in metabolomics experiments: Mammalian/in vivo experiments","Griffin J.L., Nicholls A.W., Daykin C.A., Heald S., Keun H.C., Schuppe-Koistinen I., Griffiths J.R., Cheng L.L., Rocca-Serra P., Rubtsov D.V., Robertson D.",15733882,"Metabolomics",3, 3,0,3,2,4,2,3,5,3,1,23,9,32
2007,"Proposed reporting requirements for the description of NMR-based metabolomics experiments","Rubtsov D.V., Jenkins H., Ludwig C., Easton J., Viant M.R., Gunther U., Griffin J.L., Hardy N.",15733882,"Metabolomics",3, 3,0,4,2,4,3,3,1,1,3,21,11,32
2007,"OSC-KPCA based metabolomics pattern analysis for Arabidopsis thaliana genotype discrimination","Song K., Li X., Yuan Y.",04381157,"Huagong Xuebao/Journal of Chemical Industry and Engineering (China)",58, 9,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Metabolomics: Approaches to assessing oocyte and embryo quality","Singh R., Sinclair K.D.",0093691X,"Theriogenology",68, 1,0,0,2,8,11,7,8,7,8,51,21,72
2007,"Metabolomics for metabolically manipulated plants: Effects of tryptophan overproduction","Ishihara A., Matsuda F., Miyagawa H., Wakasa K.",15733882,"Metabolomics",3, 3,0,0,1,2,1,1,4,3,1,13,3,16
2007,"Shotgun metabolomics approach for the analysis of negatively charged water-soluble cellular metabolites from mouse heart tissue","Sun G., Yang K., Zhao Z., Guan S., Han X., Gross R.W.",00032700,"Analytical Chemistry",79, 17,0,0,11,9,7,4,6,6,13,56,6,62
2007,"Application of FTIR and metabolomics analysis in high-throughput screening strains","Chen W., Yu F., Yuan Y.",04381157,"Huagong Xuebao/Journal of Chemical Industry and Engineering (China)",58, 9,0,0,0,0,1,1,0,1,0,3,0,3
2007,"Proposed minimum reporting standards for data analysis in metabolomics","Goodacre R., Broadhurst D., Smilde A.K., Kristal B.S., Baker J.D., Beger R., Bessant C., Connor S., Capuani G., Craig A., Ebbels T., Kell D.B., Manetti C., Newton J., Paternostro G., Somorjai R., Sjostrom M., Trygg J., Wulfert F.",15733882,"Metabolomics",3, 3,0,2,8,12,14,8,18,25,22,109,65,174
2007,"Neutral desorption sampling coupled to extractive electrospray ionization mass spectrometry for rapid differentiation of biosamples by metabolomic fingerprinting","Chen H., Wortmann A., Zenobi R.",10765174,"Journal of Mass Spectrometry",42, 9,0,0,10,13,18,16,5,9,6,77,15,92
2007,"RNAi and microRNA: Breakthrough technologies for the improvement of plant nutritional value and metabolic engineering","Tang G., Galili G., Zhuang X.",15733882,"Metabolomics",3, 3,0,0,4,1,3,2,4,8,3,25,11,36
2007,"The thermodynamic meaning of metabolic exchange fluxes","Wiechert W.",00063495,"Biophysical Journal",93, 6,0,0,0,3,5,2,3,1,1,15,5,20
2007,"Quantitative metabolic profiles of tomato flesh and seeds during fruit development: Complementary analysis with ANN and PCA","Mounet F., Lemaire-Chamley M., Maucourt M., Cabasson C., Giraudel J.-L., Deborde C., Lessire R., Gallusci P., Bertrand A., Gaudillere M., Rothan C., Rolin D., Moing A.",15733882,"Metabolomics",3, 3,0,1,5,6,12,10,7,9,4,54,11,65
2007,"Metabolomic and genetic analysis of biomarkers for peroxisome proliferator-activated receptor α expression and activation","Zhen Y., Krausz K.W., Chen C., Idle J.R., Gonzalez F.J.",08888809,"Molecular Endocrinology",21, 9,0,2,3,9,8,5,6,8,3,44,9,53
2007,"An inflammatory arthritis-associated metabolite biomarker pattern revealed by 1H NMR spectroscopy","Weljie A.M., Dowlatabadi R., Miller B.J., Vogel H.J., Jirik F.R.",15353893,"Journal of Proteome Research",6, 9,0,0,6,11,11,15,11,14,13,81,23,104
2007,"A new approach to graphical and numerical analysis of links between plant chemotaxonomy and secondary metabolism from HPLC data smoothed by a simplex mixture design","Semmar N., Jay M., Nouira S.",09377409,"Chemoecology",17, 3,0,0,0,0,2,3,1,2,1,9,3,12
2007,"Metabonomics and diabetes mellitus","Chen P., Liu J.",0741238X,"Advances in Therapy",24, 5,0,0,0,2,2,1,1,1,2,9,2,11
2007,"The extracellular cardiac purine metabolome in sepsis","Law W.R., Conlon B.A., Ross J.D.",10732322,"Shock",28, 3,0,1,0,0,0,1,1,0,0,3,0,3
2007,"The impact of constitutive heterologous expression of a moss Na<sup>+</sup> transporter on the metabolomes of rice and barley","Jacobs A., Lunde C., Bacic A., Tester M., Roessner U.",15733882,"Metabolomics",3, 3,0,0,1,9,3,6,4,7,5,35,4,39
